user_id,item_id,category_id,behavior_type,behavior_time,price
282,1891,64,pv,2026-01-06 08:42:37,51.76
1926,1891,64,pv,2026-01-06 08:44:29,53.75
3766,1891,64,pv,2026-01-06 08:48:10,34.08
1349,1891,64,pv,2026-01-06 08:49:30,47.92
1346,688,57,pv,2026-01-06 08:53:36,14.6
2859,1891,64,pv,2026-01-06 08:58:30,62.73
1872,1891,64,pv,2026-01-06 09:02:56,46.16
662,525,33,pv,2026-01-06 09:09:08,18.37
350,1891,64,pv,2026-01-06 09:13:50,47.38
4486,1891,64,buy,2026-01-06 09:14:47,48.33
4907,1891,64,buy,2026-01-06 09:19:38,53.74
2932,1891,64,pv,2026-01-06 09:21:03,43.4
1232,1891,64,pv,2026-01-06 09:21:25,52.69
4859,1891,64,pv,2026-01-06 09:22:12,29.75
2320,1891,64,pv,2026-01-06 09:24:41,49.33
3625,1891,64,pv,2026-01-06 09:27:57,57.66
3957,1891,64,pv,2026-01-06 09:30:17,30.84
2135,983,3,buy,2026-01-06 09:36:15,9.97
3746,983,3,pv,2026-01-06 09:36:17,17.2
2491,1891,64,pv,2026-01-06 09:37:19,40.54
3751,1891,64,pv,2026-01-06 09:41:55,68.0
1576,983,3,pv,2026-01-06 09:49:11,13.28
1375,1891,64,pv,2026-01-06 09:49:40,53.06
3678,1891,64,pv,2026-01-06 09:54:12,81.64
1075,2167,30,pv,2026-01-06 09:54:28,37.51
350,1891,64,fav,2026-01-06 09:54:50,47.38
3950,983,3,pv,2026-01-06 09:55:05,6.07
4743,1891,64,cart,2026-01-06 09:58:30,79.64
3993,1891,64,pv,2026-01-06 09:59:55,84.83
2491,1891,64,fav,2026-01-06 10:02:19,40.54
2078,1891,64,pv,2026-01-06 10:02:40,76.09
905,1891,64,pv,2026-01-06 10:05:51,60.88
1178,2167,30,pv,2026-01-06 10:06:51,23.83
2948,1891,64,pv,2026-01-06 10:07:15,54.19
3542,983,3,pv,2026-01-06 10:07:25,6.87
905,1891,64,cart,2026-01-06 10:07:51,60.88
771,2167,30,pv,2026-01-06 10:14:49,20.05
1044,1891,64,buy,2026-01-06 10:16:15,49.32
1186,1891,64,pv,2026-01-06 10:23:15,38.55
1840,1891,64,buy,2026-01-06 10:25:02,50.39
1468,2315,55,pv,2026-01-06 10:28:46,69.0
3746,983,3,cart,2026-01-06 10:39:17,17.2
3475,1891,64,pv,2026-01-06 10:48:15,40.21
2636,1891,64,pv,2026-01-06 10:50:56,27.13
2645,1891,64,pv,2026-01-06 11:00:55,61.72
465,983,3,pv,2026-01-06 11:01:09,8.42
968,1891,64,pv,2026-01-06 11:03:43,47.31
3475,1891,64,cart,2026-01-06 11:04:15,40.21
1727,1891,64,pv,2026-01-06 11:06:26,57.61
2712,1891,64,cart,2026-01-06 11:07:00,43.23
4365,1891,64,pv,2026-01-06 11:16:47,32.37
4079,1534,64,pv,2026-01-06 11:19:41,33.43
2525,1891,64,pv,2026-01-06 11:20:05,35.46
3262,1891,64,pv,2026-01-06 11:22:46,45.93
63,1891,64,pv,2026-01-06 11:22:47,30.39
2895,1891,64,pv,2026-01-06 11:26:46,37.51
3950,983,3,cart,2026-01-06 11:29:05,6.07
522,1721,11,pv,2026-01-06 11:29:39,20.53
1576,983,3,cart,2026-01-06 11:32:11,13.28
1534,2167,30,pv,2026-01-06 11:34:01,33.97
749,1891,64,pv,2026-01-06 11:34:24,47.63
2708,1184,29,pv,2026-01-06 11:37:12,5.26
4898,1891,64,pv,2026-01-06 11:37:36,37.19
3693,1891,64,pv,2026-01-06 11:40:05,50.44
3451,1891,64,pv,2026-01-06 11:40:33,29.78
4832,1891,64,pv,2026-01-06 11:43:06,34.95
840,983,3,pv,2026-01-06 11:44:21,10.97
3199,1891,64,pv,2026-01-06 11:44:35,40.67
2726,1891,64,pv,2026-01-06 11:44:41,64.17
2645,1891,64,cart,2026-01-06 11:45:55,61.72
771,2167,30,fav,2026-01-06 11:47:49,20.05
1186,1891,64,fav,2026-01-06 11:48:15,38.55
2351,2167,30,pv,2026-01-06 11:48:21,38.9
2484,983,3,pv,2026-01-06 11:49:35,12.39
4351,1891,64,pv,2026-01-06 11:50:05,50.43
2932,1891,64,fav,2026-01-06 11:54:03,43.4
1534,2167,30,fav,2026-01-06 11:56:01,33.97
1375,1891,64,cart,2026-01-06 11:56:40,53.06
2478,1891,64,pv,2026-01-06 12:01:21,33.03
519,1882,23,pv,2026-01-06 12:02:44,38.6
3132,983,3,pv,2026-01-06 12:03:10,10.93
749,1891,64,cart,2026-01-06 12:04:24,47.63
2329,1891,64,pv,2026-01-06 12:09:08,59.74
1039,1891,64,pv,2026-01-06 12:11:01,26.96
3693,1891,64,cart,2026-01-06 12:11:05,50.44
381,688,57,pv,2026-01-06 12:11:06,31.78
4407,983,3,pv,2026-01-06 12:13:03,8.46
4898,1891,64,cart,2026-01-06 12:13:36,37.19
4853,983,3,pv,2026-01-06 12:16:43,15.73
3625,1891,64,cart,2026-01-06 12:17:57,57.66
540,1891,64,pv,2026-01-06 12:20:26,49.48
2948,1891,64,fav,2026-01-06 12:21:15,54.19
4835,1534,64,pv,2026-01-06 12:22:17,30.98
1365,983,3,pv,2026-01-06 12:22:51,10.39
299,1891,64,pv,2026-01-06 12:26:12,26.89
1952,1891,64,pv,2026-01-06 12:27:32,64.2
3693,1891,64,pv,2026-01-06 12:27:36,96.54
2478,1891,64,cart,2026-01-06 12:33:21,33.03
4587,2167,30,pv,2026-01-06 12:34:24,18.66
1952,1891,64,cart,2026-01-06 12:34:32,64.2
4006,1891,64,pv,2026-01-06 12:34:46,46.69
3436,983,3,pv,2026-01-06 12:36:54,10.34
277,1720,65,pv,2026-01-06 12:38:12,36.82
4890,2167,30,pv,2026-01-06 12:40:46,21.05
146,912,41,pv,2026-01-06 12:42:56,14.28
4835,1534,64,fav,2026-01-06 12:45:17,30.98
4312,803,9,pv,2026-01-06 12:46:27,33.47
1886,1891,64,buy,2026-01-06 12:47:04,51.91
1478,688,57,pv,2026-01-06 12:53:38,49.88
3393,1720,65,pv,2026-01-06 12:53:51,20.13
4356,2167,30,pv,2026-01-06 12:56:32,23.62
4691,1891,64,pv,2026-01-06 12:57:31,38.08
3327,688,57,pv,2026-01-06 12:59:34,43.7
1581,1891,64,pv,2026-01-06 12:59:36,35.54
132,1534,64,pv,2026-01-06 13:04:02,52.41
3888,1891,64,pv,2026-01-06 13:04:48,41.17
2843,1891,64,pv,2026-01-06 13:05:17,46.98
4454,1891,64,pv,2026-01-06 13:09:06,46.07
4662,688,57,pv,2026-01-06 13:09:07,55.57
4006,1891,64,fav,2026-01-06 13:12:46,46.69
4407,983,3,cart,2026-01-06 13:15:03,8.46
2322,983,3,pv,2026-01-06 13:19:13,8.21
4848,1891,64,pv,2026-01-06 13:19:13,49.64
1581,1891,64,fav,2026-01-06 13:21:36,35.54
4553,1891,64,pv,2026-01-06 13:23:00,30.86
4656,1891,64,pv,2026-01-06 13:25:09,69.18
1347,983,3,pv,2026-01-06 13:25:47,10.41
4285,1891,64,pv,2026-01-06 13:30:31,36.41
806,1891,64,pv,2026-01-06 13:32:10,53.76
1850,1891,64,pv,2026-01-06 13:32:31,40.26
1742,1891,64,buy,2026-01-06 13:32:50,42.05
4848,983,3,pv,2026-01-06 13:38:19,12.84
1913,688,57,pv,2026-01-06 13:39:09,35.27
4695,1891,64,pv,2026-01-06 13:40:33,39.41
63,1891,64,fav,2026-01-06 13:42:47,30.39
3803,1891,64,pv,2026-01-06 13:44:11,60.53
381,688,57,cart,2026-01-06 13:47:06,31.78
4562,1891,64,pv,2026-01-06 14:00:24,37.99
3410,58,55,pv,2026-01-06 14:03:32,63.43
2899,1891,64,pv,2026-01-06 14:04:55,45.37
1039,1891,64,cart,2026-01-06 14:06:01,26.96
2099,1891,64,pv,2026-01-06 14:12:09,52.23
3888,1891,64,fav,2026-01-06 14:12:48,41.17
1365,983,3,fav,2026-01-06 14:13:51,10.39
1347,983,3,cart,2026-01-06 14:14:47,10.41
1850,1891,64,fav,2026-01-06 14:15:31,40.26
327,1891,64,pv,2026-01-06 14:17:13,46.86
3887,1891,64,pv,2026-01-06 14:17:19,34.08
2329,1891,64,fav,2026-01-06 14:21:08,59.74
2822,1891,64,pv,2026-01-06 14:23:38,37.97
2726,1891,64,fav,2026-01-06 14:27:41,64.17
350,1891,64,pv,2026-01-06 14:28:32,35.08
2822,1891,64,fav,2026-01-06 14:28:38,37.97
4771,1891,64,pv,2026-01-06 14:31:45,56.44
1350,1891,64,pv,2026-01-06 14:32:37,53.55
840,983,3,cart,2026-01-06 14:33:21,10.97
2484,983,3,cart,2026-01-06 14:34:35,12.39
2234,1891,64,pv,2026-01-06 14:37:35,46.78
4124,1891,64,buy,2026-01-06 14:40:59,43.07
4207,1891,64,pv,2026-01-06 14:47:10,38.24
4727,2632,56,pv,2026-01-06 14:47:56,27.83
3327,688,57,cart,2026-01-06 14:51:34,43.7
4152,1891,64,pv,2026-01-06 14:59:34,68.56
348,1891,64,pv,2026-01-06 15:00:23,23.91
2676,1891,64,pv,2026-01-06 15:02:01,50.95
2537,1891,64,pv,2026-01-06 15:06:50,36.36
4784,1891,64,buy,2026-01-06 15:11:12,56.4
2099,1891,64,fav,2026-01-06 15:12:09,52.23
840,983,3,fav,2026-01-06 15:13:21,10.97
2236,1891,64,pv,2026-01-06 15:14:57,53.17
3139,1891,64,pv,2026-01-06 15:18:04,51.76
2895,1891,64,buy,2026-01-06 15:18:46,37.51
2661,1891,64,pv,2026-01-06 15:19:24,39.62
3864,983,3,pv,2026-01-06 15:19:49,8.96
205,1891,64,pv,2026-01-06 15:24:58,38.88
3678,2167,30,pv,2026-01-06 15:34:08,38.05
3059,2281,29,pv,2026-01-06 15:34:12,5.0
4856,983,3,pv,2026-01-06 15:35:34,6.78
4771,1891,64,cart,2026-01-06 15:37:45,56.44
3803,1891,64,fav,2026-01-06 15:39:11,60.53
335,539,4,pv,2026-01-06 15:44:04,36.29
947,1891,64,pv,2026-01-06 15:46:24,30.92
806,1891,64,fav,2026-01-06 15:48:10,53.76
2917,1289,75,pv,2026-01-06 15:50:09,36.35
233,1440,38,pv,2026-01-06 15:53:02,112.13
845,1891,64,pv,2026-01-06 15:54:07,36.32
3282,1891,64,pv,2026-01-06 15:54:20,32.39
3480,1891,64,pv,2026-01-06 15:55:16,28.51
128,1891,64,pv,2026-01-06 15:56:39,38.12
2924,1891,64,pv,2026-01-06 15:59:34,42.66
1347,1534,64,pv,2026-01-06 15:59:49,70.0
4885,983,3,pv,2026-01-06 15:59:58,6.92
4907,1891,64,pv,2026-01-06 16:04:28,56.59
233,1440,38,fav,2026-01-06 16:05:02,112.13
2051,1891,64,pv,2026-01-06 16:05:12,49.76
1347,1534,64,cart,2026-01-06 16:08:49,70.0
1969,1891,64,pv,2026-01-06 16:19:12,42.34
3472,1891,64,pv,2026-01-06 16:19:26,37.94
3997,1891,64,pv,2026-01-06 16:20:44,34.24
1537,983,3,pv,2026-01-06 16:23:51,11.79
2669,1891,64,pv,2026-01-06 16:27:52,44.03
1865,1891,64,pv,2026-01-06 16:28:47,47.03
3887,1891,64,cart,2026-01-06 16:35:19,34.08
4905,983,3,pv,2026-01-06 16:35:56,7.44
4562,1891,64,fav,2026-01-06 16:37:24,37.99
1540,1891,64,pv,2026-01-06 16:37:56,26.25
3201,1891,64,pv,2026-01-06 16:39:33,44.48
4524,1891,64,pv,2026-01-06 16:43:18,39.2
4042,1891,64,pv,2026-01-06 16:44:05,35.54
1574,1891,64,pv,2026-01-06 16:49:47,55.74
593,1720,65,pv,2026-01-06 16:52:08,30.48
3507,1891,64,pv,2026-01-06 16:57:27,51.41
2416,1882,23,pv,2026-01-06 16:58:28,32.83
4418,2167,30,pv,2026-01-06 17:02:55,28.16
427,983,3,pv,2026-01-06 17:04:18,5.94
4524,1891,64,cart,2026-01-06 17:04:18,39.2
337,1891,64,pv,2026-01-06 17:08:11,44.77
4581,1891,64,pv,2026-01-06 17:11:21,65.59
2361,1891,64,pv,2026-01-06 17:12:35,38.49
2726,1891,64,cart,2026-01-06 17:12:41,64.17
3867,1891,64,pv,2026-01-06 17:14:08,59.3
1036,688,57,pv,2026-01-06 17:14:48,35.05
486,1891,64,pv,2026-01-06 17:18:46,45.7
4524,1891,64,fav,2026-01-06 17:19:18,39.2
649,1891,64,pv,2026-01-06 17:19:56,64.85
2051,1891,64,cart,2026-01-06 17:20:12,49.76
456,983,3,pv,2026-01-06 17:22:32,12.66
4841,983,3,pv,2026-01-06 17:23:53,7.74
1609,1891,64,pv,2026-01-06 17:30:22,69.86
814,539,4,pv,2026-01-06 17:31:00,61.84
458,1891,64,pv,2026-01-06 17:45:45,36.53
861,1891,64,pv,2026-01-06 17:47:33,64.98
3034,1891,64,pv,2026-01-06 17:47:50,30.92
4450,1891,64,pv,2026-01-06 17:47:57,45.08
2051,1891,64,fav,2026-01-06 17:49:12,49.76
458,1891,64,cart,2026-01-06 17:49:45,36.53
2683,1891,64,pv,2026-01-06 17:54:23,46.99
1258,1891,64,pv,2026-01-06 17:54:59,42.97
3139,1891,64,cart,2026-01-06 17:55:04,51.76
755,1891,64,pv,2026-01-06 17:56:53,47.91
1969,1891,64,fav,2026-01-06 17:57:12,42.34
4908,1882,23,pv,2026-01-06 17:58:57,71.35
2253,2632,56,pv,2026-01-06 17:59:00,54.93
4548,2486,43,pv,2026-01-06 18:02:54,10.59
1902,1891,64,pv,2026-01-06 18:03:34,60.1
4827,1891,64,pv,2026-01-06 18:08:52,97.29
1690,1891,64,pv,2026-01-06 18:09:31,43.28
4468,1891,64,pv,2026-01-06 18:10:50,34.81
4703,1891,64,pv,2026-01-06 18:15:27,29.95
2457,1891,64,pv,2026-01-06 18:16:58,54.13
205,1891,64,fav,2026-01-06 18:17:58,38.88
1223,1891,64,pv,2026-01-06 18:20:16,39.83
1036,688,57,fav,2026-01-06 18:20:48,35.05
42,1891,64,pv,2026-01-06 18:20:56,70.17
486,1891,64,cart,2026-01-06 18:22:46,45.7
4418,2167,30,fav,2026-01-06 18:24:55,28.16
4152,1891,64,pv,2026-01-06 18:28:25,57.4
4907,1891,64,cart,2026-01-06 18:28:28,56.59
1189,1891,64,pv,2026-01-06 18:30:19,29.86
233,1440,38,cart,2026-01-06 18:32:02,112.13
456,1891,64,pv,2026-01-06 18:33:17,61.35
4826,1891,64,buy,2026-01-06 18:33:25,61.04
4240,1891,64,pv,2026-01-06 18:34:55,44.63
1694,1891,64,pv,2026-01-06 18:35:19,42.09
505,1891,64,pv,2026-01-06 18:37:03,54.67
4907,1177,67,pv,2026-01-06 18:37:23,54.31
947,1891,64,cart,2026-01-06 18:38:24,30.92
1905,983,3,pv,2026-01-06 18:40:57,10.55
2348,514,2,pv,2026-01-06 18:40:58,28.14
4907,1891,64,fav,2026-01-06 18:41:28,56.59
1537,983,3,cart,2026-01-06 18:41:51,11.79
4738,1891,64,pv,2026-01-06 18:43:00,77.1
3949,1891,64,pv,2026-01-06 18:44:49,36.22
1609,1891,64,fav,2026-01-06 18:45:22,69.86
2605,983,3,pv,2026-01-06 18:45:30,8.56
4738,1891,64,cart,2026-01-06 18:46:00,77.1
4322,1891,64,pv,2026-01-06 18:47:07,29.17
2342,2167,30,pv,2026-01-06 18:48:28,29.36
814,539,4,cart,2026-01-06 18:53:00,61.84
2820,2167,30,pv,2026-01-06 18:55:26,16.84
1250,1891,64,pv,2026-01-06 19:05:02,33.97
4664,1891,64,pv,2026-01-06 19:05:23,50.88
2669,1891,64,fav,2026-01-06 19:10:52,44.03
4282,983,3,pv,2026-01-06 19:11:55,8.26
4275,1891,64,pv,2026-01-06 19:12:16,67.03
2247,1891,64,pv,2026-01-06 19:14:20,67.16
1651,1891,64,pv,2026-01-06 19:17:17,22.28
2178,2884,31,pv,2026-01-06 19:17:31,6.56
2457,1891,64,fav,2026-01-06 19:17:58,54.13
4418,2167,30,cart,2026-01-06 19:18:55,28.16
144,1891,64,pv,2026-01-06 19:19:59,27.98
2928,1891,64,pv,2026-01-06 19:20:18,70.76
4031,1891,64,pv,2026-01-06 19:20:35,95.34
228,2167,30,pv,2026-01-06 19:20:53,16.63
2342,2167,30,fav,2026-01-06 19:23:28,29.36
1481,1891,64,pv,2026-01-06 19:25:27,43.12
3994,2315,55,pv,2026-01-06 19:26:52,106.54
4908,1882,23,cart,2026-01-06 19:27:57,71.35
2247,1891,64,cart,2026-01-06 19:28:20,67.16
10,1891,64,pv,2026-01-06 19:29:04,44.05
4031,1891,64,cart,2026-01-06 19:30:35,95.34
776,983,3,pv,2026-01-06 19:36:10,9.9
1219,1891,64,pv,2026-01-06 19:37:18,52.96
4432,310,66,pv,2026-01-06 19:38:05,6.84
4432,310,66,fav,2026-01-06 19:39:05,6.84
4524,1891,64,buy,2026-01-06 19:39:18,39.2
3314,1891,64,pv,2026-01-06 19:39:24,48.38
4674,688,57,pv,2026-01-06 19:40:32,31.14
868,1891,64,pv,2026-01-06 19:42:33,47.44
2514,983,3,pv,2026-01-06 19:42:46,9.46
1260,2486,43,pv,2026-01-06 19:44:43,14.85
4274,1891,64,pv,2026-01-06 19:45:13,36.25
389,1882,23,pv,2026-01-06 19:45:37,38.13
657,983,3,pv,2026-01-06 19:46:04,7.69
964,1891,64,pv,2026-01-06 19:51:37,41.95
1363,1408,16,pv,2026-01-06 19:57:24,48.7
4228,1891,64,pv,2026-01-06 19:57:50,27.9
3554,1891,64,pv,2026-01-06 19:58:08,63.0
662,1891,64,pv,2026-01-06 19:59:20,38.93
2253,2632,56,fav,2026-01-06 20:06:00,54.93
3863,310,66,pv,2026-01-06 20:07:40,15.62
4519,1891,64,pv,2026-01-06 20:11:35,40.95
2788,1891,64,pv,2026-01-06 20:12:56,50.65
895,2167,30,pv,2026-01-06 20:13:14,39.75
2466,983,3,pv,2026-01-06 20:13:31,11.97
1926,688,57,pv,2026-01-06 20:16:39,29.14
3831,1891,64,pv,2026-01-06 20:18:26,35.45
2176,983,3,pv,2026-01-06 20:18:35,13.01
2014,537,59,pv,2026-01-06 20:19:12,6.76
434,983,3,pv,2026-01-06 20:20:22,12.54
4682,1408,16,pv,2026-01-06 20:22:23,48.21
269,1891,64,pv,2026-01-06 20:22:23,60.03
4533,688,57,pv,2026-01-06 20:23:46,48.42
3105,983,3,pv,2026-01-06 20:25:21,11.42
1376,1891,64,pv,2026-01-06 20:32:29,30.2
4065,1891,64,pv,2026-01-06 20:35:14,39.08
822,1891,64,pv,2026-01-06 20:36:05,40.6
4039,983,3,pv,2026-01-06 20:36:32,8.2
1486,1891,64,pv,2026-01-06 20:37:37,30.5
1917,1891,64,pv,2026-01-06 20:38:05,40.4
1357,1891,64,pv,2026-01-06 20:38:09,35.49
3132,983,3,buy,2026-01-06 20:39:10,10.93
1902,1891,64,cart,2026-01-06 20:41:34,60.1
1271,1891,64,pv,2026-01-06 20:41:59,51.91
636,1891,64,pv,2026-01-06 20:48:41,80.79
3448,688,57,pv,2026-01-06 20:52:36,22.93
1917,1891,64,cart,2026-01-06 20:53:05,40.4
3839,1891,64,pv,2026-01-06 20:53:36,44.86
1537,983,3,fav,2026-01-06 20:54:51,11.79
4743,1891,64,buy,2026-01-06 20:55:30,79.64
3848,1891,64,pv,2026-01-06 20:56:45,31.37
484,983,3,pv,2026-01-06 20:58:41,9.06
4629,2486,43,pv,2026-01-06 20:59:15,11.38
3839,1891,64,cart,2026-01-06 21:01:36,44.86
2687,1891,64,pv,2026-01-06 21:02:01,33.0
4885,1891,64,pv,2026-01-06 21:03:51,42.44
593,1891,64,pv,2026-01-06 21:04:56,44.29
1729,2167,30,pv,2026-01-06 21:06:35,26.22
2997,1891,64,pv,2026-01-06 21:07:27,104.22
515,649,47,pv,2026-01-06 21:08:49,16.43
269,1891,64,cart,2026-01-06 21:13:23,60.03
3999,983,3,pv,2026-01-06 21:14:04,12.57
1840,2167,30,pv,2026-01-06 21:17:58,19.89
1260,2486,43,cart,2026-01-06 21:18:43,14.85
3610,983,3,pv,2026-01-06 21:18:59,6.3
1470,983,3,pv,2026-01-06 21:19:04,8.03
2033,1891,64,pv,2026-01-06 21:19:05,52.29
2791,1891,64,pv,2026-01-06 21:20:45,47.26
4097,1891,64,pv,2026-01-06 21:21:53,59.88
456,1891,64,cart,2026-01-06 21:24:17,61.35
895,2167,30,cart,2026-01-06 21:26:14,39.75
3693,2012,54,pv,2026-01-06 21:26:29,43.39
4674,688,57,cart,2026-01-06 21:33:32,31.14
486,1891,64,buy,2026-01-06 21:33:46,45.7
1840,2167,30,fav,2026-01-06 21:33:58,19.89
3264,2315,55,pv,2026-01-06 21:34:27,55.07
3424,1891,64,pv,2026-01-06 21:34:28,68.79
1749,1891,64,pv,2026-01-06 21:37:01,38.74
2643,1891,64,pv,2026-01-06 21:39:43,41.8
308,983,3,pv,2026-01-06 21:39:50,6.15
1214,1891,64,pv,2026-01-06 21:41:54,37.14
1034,859,33,pv,2026-01-06 21:42:15,15.85
3151,1891,64,pv,2026-01-06 21:43:46,28.27
2438,983,3,pv,2026-01-06 21:45:34,7.46
2103,983,3,pv,2026-01-06 21:45:45,9.83
3071,1891,64,pv,2026-01-06 21:47:01,60.15
2869,1891,64,pv,2026-01-06 21:51:58,60.27
657,983,3,cart,2026-01-06 21:52:04,7.69
1677,983,3,pv,2026-01-06 21:52:52,8.05
456,1891,64,fav,2026-01-06 21:54:17,61.35
2604,1891,64,pv,2026-01-06 21:54:56,40.07
4962,1891,64,pv,2026-01-06 21:55:45,38.03
1534,2167,30,buy,2026-01-06 21:57:01,33.97
1729,2167,30,cart,2026-01-06 21:57:35,26.22
3448,688,57,cart,2026-01-06 22:00:36,22.93
922,1891,64,pv,2026-01-06 22:07:48,20.25
4020,1891,64,pv,2026-01-06 22:09:22,41.34
4674,688,57,buy,2026-01-06 22:09:32,31.14
70,1891,64,pv,2026-01-06 22:10:28,40.89
3863,310,66,cart,2026-01-06 22:11:40,15.62
2997,1891,64,buy,2026-01-06 22:15:27,104.22
2997,1534,64,pv,2026-01-06 22:16:36,72.86
323,1891,64,pv,2026-01-06 22:18:31,40.91
3361,1891,64,pv,2026-01-06 22:22:49,57.72
980,1891,64,pv,2026-01-06 22:25:48,34.96
2033,1891,64,fav,2026-01-06 22:28:05,52.29
4432,310,66,buy,2026-01-06 22:29:05,6.84
3372,1891,64,pv,2026-01-06 22:39:27,45.82
645,1891,64,pv,2026-01-06 22:43:43,34.8
4738,1891,64,buy,2026-01-06 22:50:00,77.1
4936,1891,64,pv,2026-01-06 22:50:46,68.47
2466,983,3,cart,2026-01-06 22:51:31,11.97
763,1891,64,pv,2026-01-06 22:54:58,33.6
4432,983,3,pv,2026-01-06 22:57:50,5.29
3885,537,59,pv,2026-01-06 22:58:19,11.23
754,983,3,pv,2026-01-06 23:00:15,9.5
4021,1891,64,pv,2026-01-06 23:09:06,67.81
1203,2538,61,pv,2026-01-06 23:12:51,17.29
2469,983,3,pv,2026-01-06 23:12:55,10.08
3014,1891,64,pv,2026-01-06 23:13:41,49.3
2687,1891,64,cart,2026-01-06 23:22:01,33.0
1128,1891,64,buy,2026-01-06 23:25:15,108.04
381,688,57,buy,2026-01-06 23:33:06,31.78
557,1891,64,pv,2026-01-06 23:34:23,31.1
4885,1891,64,fav,2026-01-06 23:36:51,42.44
754,983,3,fav,2026-01-06 23:38:15,9.5
1099,2315,55,pv,2026-01-06 23:39:58,43.96
1347,983,3,buy,2026-01-06 23:42:47,10.41
70,1891,64,fav,2026-01-06 23:44:28,40.89
4848,1891,64,buy,2026-01-06 23:49:13,49.64
657,983,3,fav,2026-01-06 23:55:04,7.69
1036,688,57,buy,2026-01-06 23:59:48,35.05
4958,1891,64,pv,2026-01-07 00:03:26,47.74
4097,1891,64,fav,2026-01-07 00:07:53,59.88
615,1891,64,pv,2026-01-07 00:08:39,41.05
205,1891,64,buy,2026-01-07 00:12:58,38.88
980,1891,64,cart,2026-01-07 00:15:48,34.96
4020,1891,64,cart,2026-01-07 00:21:22,41.34
1646,983,3,pv,2026-01-07 00:41:34,7.51
3995,1891,64,pv,2026-01-07 00:42:16,59.14
231,1891,64,pv,2026-01-07 00:49:29,81.4
519,1882,23,buy,2026-01-07 00:58:44,38.6
3554,1891,64,pv,2026-01-07 01:04:11,51.62
2478,1891,64,buy,2026-01-07 01:17:21,33.03
2516,1891,64,pv,2026-01-07 01:50:33,60.01
1905,983,3,buy,2026-01-07 02:08:57,10.55
3289,859,33,pv,2026-01-07 02:14:38,13.84
4418,2167,30,buy,2026-01-07 02:41:55,28.16
4097,1891,64,cart,2026-01-07 02:50:53,59.88
3554,1891,64,fav,2026-01-07 03:03:11,51.62
2676,1891,64,buy,2026-01-07 03:06:01,50.95
434,983,3,buy,2026-01-07 03:19:22,12.54
876,1336,59,pv,2026-01-07 03:40:02,5.59
3199,1891,64,buy,2026-01-07 03:40:35,40.67
876,1336,59,cart,2026-01-07 03:55:02,5.59
1730,983,3,pv,2026-01-07 04:05:32,10.5
1576,983,3,buy,2026-01-07 04:15:11,13.28
1865,1891,64,buy,2026-01-07 04:44:47,47.03
3858,1891,64,pv,2026-01-07 05:18:29,44.74
744,688,57,pv,2026-01-07 05:39:03,54.06
744,688,57,fav,2026-01-07 06:07:03,54.06
4662,1891,64,pv,2026-01-07 06:13:29,48.34
1470,983,3,buy,2026-01-07 06:22:04,8.03
1166,1891,64,pv,2026-01-07 06:41:03,37.74
1008,1891,64,pv,2026-01-07 06:55:07,73.22
3390,1891,64,pv,2026-01-07 07:00:22,28.34
1470,1891,64,pv,2026-01-07 07:07:51,78.53
2929,1891,64,pv,2026-01-07 07:11:40,44.16
1217,2167,30,pv,2026-01-07 07:12:17,20.51
1682,1891,64,pv,2026-01-07 07:15:37,43.04
2203,1891,64,pv,2026-01-07 07:15:50,67.77
1492,1891,64,pv,2026-01-07 07:21:36,42.11
132,1891,64,pv,2026-01-07 07:24:52,47.12
4101,1891,64,pv,2026-01-07 07:37:27,39.22
2755,1891,64,pv,2026-01-07 07:39:22,54.11
1217,2167,30,cart,2026-01-07 07:53:17,20.51
2291,1891,64,pv,2026-01-07 07:53:39,31.44
2260,1891,64,pv,2026-01-07 08:01:28,31.66
3365,1891,64,pv,2026-01-07 08:01:34,41.95
247,1891,64,pv,2026-01-07 08:05:50,66.4
743,1891,64,pv,2026-01-07 08:11:33,59.64
2617,688,57,pv,2026-01-07 08:12:57,33.13
4889,1891,64,pv,2026-01-07 08:19:03,33.84
2310,1891,64,pv,2026-01-07 08:19:37,62.09
1347,1534,64,buy,2026-01-07 08:20:49,70.0
2348,310,66,pv,2026-01-07 08:21:20,18.77
3370,983,3,pv,2026-01-07 08:21:38,8.95
1616,1891,64,pv,2026-01-07 08:22:36,62.87
364,1891,64,pv,2026-01-07 08:23:41,46.09
657,983,3,buy,2026-01-07 08:25:04,7.69
1139,1891,64,pv,2026-01-07 08:27:54,39.65
1166,1891,64,cart,2026-01-07 08:35:03,37.74
126,983,3,pv,2026-01-07 08:35:26,9.5
3208,2167,30,pv,2026-01-07 08:36:45,19.19
1153,1891,64,pv,2026-01-07 08:38:34,25.64
2348,310,66,cart,2026-01-07 08:47:20,18.77
2566,1891,64,pv,2026-01-07 08:50:19,46.28
2971,1891,64,pv,2026-01-07 08:52:09,57.34
4873,1891,64,pv,2026-01-07 08:52:14,41.54
2145,983,3,pv,2026-01-07 09:02:17,16.42
1612,2315,55,pv,2026-01-07 09:04:20,47.44
247,1891,64,cart,2026-01-07 09:05:50,66.4
3286,1891,64,pv,2026-01-07 09:10:42,42.03
3864,983,3,pv,2026-01-07 09:11:19,14.15
1058,1891,64,pv,2026-01-07 09:15:52,61.12
1714,310,66,pv,2026-01-07 09:16:02,11.34
3290,1891,64,pv,2026-01-07 09:18:51,78.0
